"home_player_1","home_player_2","home_player_3","home_player_4","home_player_5","home_player_6","home_player_7","home_player_8","home_player_9","home_player_10","home_player_11","away_player_1","away_player_2","away_player_3","away_player_4","away_player_5","away_player_6","away_player_7","away_player_8","away_player_9","away_player_10","away_player_11"
30455,34182,38697,30354,40006,30895,30818,31097,23760,31921,23949,32562,36786,24446,24408,35467,38802,24411,17866,30352,23927,24410
24224,25518,24228,30929,29581,38807,40565,30360,33852,34574,37799,23932,26454,23783,24336,23785,23934,23933,35532,23931,24372,34261
31432,46403,24208,23939,26436,24213,39027,NA,33633,40198,51553,36374,30966,23818,37277,30687,36394,37169,24223,24773,34543,23139
30622,37764,19020,23921,24136,23922,23889,30342,23916,30646,34176,23021,34430,34275,24509,23022,23034,23023,34437,23438,39073,23352
30633,37266,23780,26777,40080,24020,24843,30338,24737,24741,34248,23686,26111,30831,38835,31291,31013,30935,39297,26181,30960,30843
36373,31731,37280,23115,24728,24171,40055,24664,31088,23257,27267,31465,30371,24004,33086,24846,24011,109058,23268,24006,148790,24160
36286,34036,34418,26108,24216,25517,24653,23988,63520,30348,30830,30726,30362,30620,30865,32569,24148,40961,30373,24150,30829,38817
23794,40574,34214,40005,23371,24435,23333,35636,25668,23288,38755,30380,30357,43280,24658,23282,38609,24780,23782,23354,23264,26165
24886,34987,35472,24230,111865,35327,25150,97988,24663,34466,127857,30859,25925,30911,30627,38834,30699,30675,30631,30686,30630,37804
30726,38994,30865,43248,24150,30893,24148,34944,30802,30829,27430,22978,24183,24163,24166,24167,24753,24393,35544,30892,42183,35608
23686,26111,38835,30616,31291,30935,39297,27277,26181,30960,36410,36286,47418,34418,24216,40987,23190,25517,24653,24373,38820,30830
36374,36394,24751,23818,26348,30966,24223,30734,109898,27665,34543,23794,40574,40005,40695,35467,25668,23333,23253,33941,23072,38755
31465,24023,23268,33086,24846,24011,24006,30371,39618,36012,30876,24527,24411,24446,24408,36786,38802,24655,30352,24410,33418,30988
24224,24234,24228,30929,37475,33852,40565,30360,29581,34574,30619,30660,30617,24134,25984,47547,24800,38818,95327,30915,30618,37139
30622,37764,19020,23921,24136,30842,23913,38711,23916,34947,34176,31432,30509,24209,24211,26436,30367,39027,40198,24213,41622,33974
30633,37266,26777,23780,24781,24020,25253,30338,30956,31907,24741,30859,25925,31306,26564,38834,30686,32345,30631,30630,30822,30679
23932,26454,35438,24336,23785,24372,23933,23784,23937,34261,23934,24886,34987,25005,24230,111865,35327,25150,97988,24890,34466,127857
36373,31731,23115,26527,25922,24171,24664,23257,38433,32570,23788,30455,46403,24531,38697,40006,30895,34182,30818,23760,31097,23949
23021,40132,34275,26066,34430,23438,32577,23023,3512,23025,26143,30380,24780,40128,24658,30357,23283,38609,23782,38807,23264,23354
30726,30615,30865,43248,32569,30893,24148,24154,30802,27430,30829,30859,25925,30911,30627,38834,30630,30631,32345,30699,30686,30822
23686,26111,30831,30986,31291,30935,27277,39297,26181,30960,30843,23932,113772,35438,24336,23785,23934,35532,23784,23937,24372,34261
30380,24780,24658,43280,30357,38807,23283,23782,38609,23354,23264,36373,36832,23115,26527,24728,24171,40055,24664,38433,98058,23788
31465,24023,23268,33086,24846,24006,24011,30371,36012,39618,30876,23021,40132,26066,34275,34430,32577,23023,34437,39073,23025,23352
22978,24162,24163,24166,24167,42183,33128,29672,35544,30892,35608,24527,38836,24446,24740,24408,38802,24411,30352,23927,33418,30988
24224,24228,30929,26209,37475,33852,40565,23983,34574,30619,47382,36374,30687,24751,23818,26348,30966,24223,37169,109898,34543,33781
30633,37266,26777,23780,24781,24020,25253,30338,24737,30956,31907,30622,37764,19020,23921,30739,38711,23913,24136,23927,34176,23916
