"season","home_player_1","home_player_2","home_player_3","home_player_4","home_player_5","home_player_6","home_player_7","home_player_8","home_player_9","home_player_10","home_player_11","away_player_1","away_player_2","away_player_3","away_player_4","away_player_5","away_player_6","away_player_7","away_player_8","away_player_9","away_player_10","away_player_11"
"2014/2015",96613,35324,184999,174321,391058,74747,93480,75307,361770,46384,241825,96623,183185,113672,574200,160844,242094,193978,268282,189101,246438,294003
"2014/2015",300532,151063,38385,40940,41092,108568,154232,189192,111237,213805,166648,33764,181297,159881,411617,154938,182224,43375,604105,45749,179772,33028
"2014/2015",282680,260659,280485,113311,150296,362855,38469,202220,38581,254702,45204,213504,287691,42312,37484,184091,105351,364244,477472,25462,42873,41294
"2014/2015",246201,183462,18673,172948,360918,246177,72623,39215,49836,96509,213486,37421,33988,37482,26403,33992,242469,154257,30955,30981,40636,19533
"2014/2015",30657,37442,230982,30962,28467,31097,95078,164684,31921,26166,30893,101590,261609,46407,2752,215927,282713,49866,489245,213711,40957,161291
"2014/2015",74689,170341,150824,173965,163971,449494,433311,449492,75616,213712,42524,113695,183449,34104,191784,47547,186121,427893,163205,41168,482331,111975
"2014/2015",96613,35324,318526,174321,391058,75307,74747,193869,361770,46384,241825,40672,185123,70891,257855,213814,107930,165706,58294,102879,37654,38578
"2014/2015",300532,151063,38385,40940,41092,111237,154232,189192,282281,213805,166648,109222,201916,265275,37479,209950,166111,37449,240054,77773,38573,213489
"2014/2015",37656,260659,113311,280485,150296,38469,434325,202220,11555,477493,45204,246422,425595,213812,309537,38148,75331,143795,474680,175305,202610,20645
"2014/2015",246201,360918,18673,172948,213694,39215,425985,205034,49836,96509,213486,38536,485141,38540,282676,47565,102622,33973,282678,41156,150649,75342
"2014/2015",30657,37442,25921,30962,29590,31097,95078,164684,31921,26166,30893,33845,38424,19327,56678,40139,33871,33635,30871,184533,292313,75447
"2014/2015",449484,170341,477471,173965,213695,449494,433311,449492,75616,183498,41292,32678,111190,121872,37451,115519,151079,103905,33588,189178,361792,40958
"2014/2015",113695,183449,34104,191784,47547,186121,75004,172324,41168,163205,358127,68813,195335,193930,108572,74757,40668,40501,302912,369800,33773,128732
"2014/2015",74736,213809,46407,301456,215927,213711,49866,282713,43372,534484,213649,96623,183185,177503,113672,571685,268282,262592,42479,251256,294003,246438
"2014/2015",37421,213688,38818,26403,150739,25773,154257,30955,522579,30981,150250,33764,181297,33024,411617,154938,150323,43375,96619,45749,179772,33028
"2014/2015",25563,104382,28439,41707,45244,112758,238841,432591,198566,191873,30646,174030,37597,24132,42312,184091,105351,183346,150632,513086,477472,211118
"2014/2015",177126,33843,474589,19327,40139,39792,37631,30871,184533,184138,30853,245555,485141,38540,33960,80295,102622,282678,33973,99047,150649,56686
"2014/2015",47566,103905,37451,121872,115519,359190,183365,213702,151079,51953,41268,246422,178574,280638,38148,128360,170667,175305,184114,474680,210065,599425
"2014/2015",68813,195335,193930,108572,74435,40501,302912,500791,279173,446266,128732,109222,518240,37479,394825,209950,32999,37449,240054,24383,323438,213489
"2014/2015",96623,183185,113672,182921,160844,242094,193978,268282,189101,41157,294003,40672,213814,257855,70812,358138,185123,107930,359193,38578,52004,41622
"2014/2015",33764,181297,33024,159881,154938,182224,43375,604105,571615,213470,33028,96613,35324,184999,174321,173427,361770,74747,93480,193869,46384,241825
"2014/2015",213504,477472,42312,37484,184091,46621,24132,105351,384413,41294,43329,300532,242783,38385,150869,41092,40940,38821,111237,213805,154232,26392
"2014/2015",37421,33988,38818,195305,33992,25773,212472,39854,30981,40636,150250,282680,260659,280485,517294,99333,251256,434325,477493,202220,38581,254702
"2014/2015",74736,213809,301456,46407,317775,49866,2805,80492,43372,489245,161291,246201,183462,172948,18673,360918,246177,72623,425985,428947,213653,213486
"2014/2015",37456,183449,34104,150731,406257,163205,482331,75004,NA,41168,111975,30657,282674,230982,30962,28467,31097,95078,164684,31921,26166,30893
"2014/2015",449484,170341,150824,163971,150735,38431,433311,449492,183498,213712,75616,25563,104382,18520,41707,38842,238841,39198,573463,191873,432591,46808
"2014/2015",25563,104382,28439,41707,38842,282472,238841,474672,46120,562062,191873,177126,38424,19327,474589,33843,39792,33635,30871,184533,30853,184138
"2014/2015",245555,485141,33959,282676,80295,41156,282678,33973,150649,56686,46289,47566,103905,37451,121872,33756,151079,51953,359190,194660,361792,37653
"2014/2015",246422,178574,213714,280638,128360,170667,210065,175305,474680,301809,599425,68813,195335,193930,108572,74757,446266,40668,369800,279173,40719,128732
"2014/2015",109222,518240,265275,37479,46391,37449,32999,75192,24383,323438,213489,96623,183185,574200,2768,58499,79737,193978,268282,262592,246438,38044
"2014/2015",40672,213814,257855,70812,358138,359193,165706,161651,52004,38578,58294,33764,33025,33024,411617,181297,182224,43375,604105,45749,102623,282460
"2014/2015",96613,361757,184999,318526,173427,75307,74747,93480,361770,193869,241825,213504,477472,42312,33856,184091,46621,364244,105351,42873,25462,41294
"2014/2015",300532,151063,38385,40940,41092,154232,108568,189192,111237,213805,166648,37421,33988,37482,26403,150739,25773,154257,30955,30981,40636,19533
"2014/2015",37656,260659,280485,113311,150296,434325,38581,202220,11555,251256,254702,74736,213809,2752,112205,317775,49866,2805,489245,80492,43372,161291
"2014/2015",246201,183462,18673,172948,360918,72623,39215,428947,49836,213486,96509,37579,34104,150731,191784,163205,75004,427893,482331,41168,96838,111975
"2014/2015",51949,37442,230982,30962,28467,31097,205278,191315,281085,70409,30893,449484,150735,150824,173965,163971,38431,433311,449492,213712,183498,37474
"2014/2015",47566,103905,37451,121872,115519,194660,151079,33588,361792,37653,41268,177126,38424,474589,56678,33843,309334,30871,39792,33871,184533,184138
"2014/2015",68813,195335,193930,108572,74435,40668,446266,369800,279173,40719,128732,245555,485141,38540,33960,47565,102622,41156,33973,99047,150649,56686
"2014/2015",96623,183185,574200,182921,160844,242094,268282,193978,359197,38044,246438,246422,178574,309537,38148,128360,170667,29904,210065,474680,202610,599425
"2014/2015",33764,33025,159881,411617,191136,45749,182224,604105,102623,213470,33028,109222,518240,394825,37479,46391,37449,32999,75192,24383,323438,240054
"2014/2015",213504,287691,42312,37484,184091,46621,105351,513086,477472,41294,43329,40672,213814,257855,70812,358138,359193,185123,107930,52004,38578,41622
"2014/2015",37421,33988,37482,26403,33992,39854,38818,154257,30981,40636,19533,96613,35324,184999,174321,173427,75307,74747,361770,93480,241825,193869
"2014/2015",74736,213809,2752,317775,112205,49866,2805,489245,40957,282713,534484,300532,242783,150869,33848,38385,154232,26336,38821,282281,213805,166648
"2014/2015",37579,183449,150731,34104,406257,75004,NA,163205,41168,482331,111975,37656,260659,113311,280485,150296,434325,38581,202220,362855,251256,254702
"2014/2015",449484,170341,150735,173965,163971,38431,433311,449492,75616,183498,213712,246201,183462,18673,172948,360918,39215,72623,428947,49836,213486,96509
"2014/2015",30657,37442,25921,30962,28467,191315,31097,95078,164684,31921,30893,25563,104382,28439,18520,38842,282472,238841,474672,46120,562062,191873
"2014/2015",25563,104382,28439,41707,38842,282472,238841,474672,46120,562062,191873,47566,103905,37451,410656,115519,151079,51953,194660,189178,361792,37653
"2014/2015",177126,33843,474589,56678,40139,33871,33635,30871,184533,30853,184138,68813,74435,193930,488710,543312,40501,40668,302912,279173,33773,128732
"2014/2015",245555,102620,33960,282676,47565,282678,41156,75342,99047,33973,46289,96623,183185,2768,182921,58499,189101,193978,268282,160844,242094,246438
"2014/2015",246422,280638,309537,38148,128360,170667,29904,210065,474680,202610,599425,33764,181297,159881,411617,191136,45749,182224,604105,441441,213470,33028
"2014/2015",109222,201916,518240,265275,209950,32999,37449,75192,240054,24383,115798,213504,287691,42312,33856,37484,184091,105351,364244,477472,25462,41294
"2014/2015",40672,213814,257855,70812,358138,359193,165706,161651,52004,38578,41622,37421,33988,37482,38818,150739,242469,154257,30955,30981,40636,19533
"2014/2015",96613,35324,184999,174321,391058,75307,74747,361770,93480,241825,193869,74736,213809,112205,2752,317775,43372,49866,282713,40957,534484,291425
"2014/2015",300532,242783,40940,150869,41092,154232,108568,38821,111237,282281,26392,37579,359194,191784,150731,47547,186121,75004,172324,282470,163205,111975
"2014/2015",37656,260659,280485,113311,99333,38469,434325,280483,254702,251256,45204,449484,170341,150735,242151,163971,38431,34381,37474,75616,213695,213712
"2014/2015",246201,183462,18673,172948,360918,39215,72623,49836,428947,213486,96509,30657,282674,230982,30962,28467,205278,95078,191315,164684,70409,30893
"2014/2015",68813,195335,193930,108572,74435,40668,446266,40719,279173,369800,128732,47566,103905,37451,121872,115519,194660,151079,51953,189178,361792,37653
"2014/2015",96623,183185,182921,574200,160844,268282,193978,58499,79737,242094,246438,177126,38424,19327,56678,33843,39792,33635,30871,184533,75447,184138
"2014/2015",33764,33025,33024,411617,154938,182224,45749,604105,441441,96619,33028,245555,33960,282676,47565,102620,102622,282678,33973,56686,99047,75342
"2014/2015",213504,33856,287691,42312,37484,477472,513086,105351,24132,41294,25462,246422,38148,213812,309537,128360,213714,170667,210065,244136,202610,301809
"2014/2015",37421,33992,33988,195305,26403,39854,154257,242469,30981,40636,19533,109222,37479,394825,201916,46391,32999,37449,75192,NA,323438,115798
"2014/2015",74736,213809,112205,2752,317775,2805,49866,489245,80492,534484,40957,40672,213814,257855,70891,190452,185123,107930,359193,38578,52004,58294
"2014/2015",37579,183449,183321,34104,406257,75004,NA,163205,41168,482331,111975,96613,35324,184999,174321,391058,75307,40148,361770,193869,75310,46384
"2014/2015",449484,170341,150824,150735,163971,38431,433311,449492,75616,37474,42524,300532,151063,191906,150869,33848,189192,26336,111237,38821,166648,174472
"2014/2015",51949,37442,25921,230982,29590,205278,95078,164684,281085,70409,30893,37656,260659,113311,280485,150296,38581,434325,477493,38469,37622,45204
"2014/2015",246201,183462,18673,172948,360918,246177,72623,39215,49836,213653,213486,25563,104382,18520,41707,41470,282472,39198,474672,37450,432591,46120
"2014/2015",25563,104382,28439,41707,38842,282472,112758,474672,191873,562062,46120,68813,195335,193930,108572,74435,446266,40668,302912,279173,369800,128732
"2014/2015",47566,111190,37451,121872,33756,151079,51953,103905,194660,115519,37653,38484,183185,574200,182921,58499,189101,193978,268282,160844,242094,246438
"2014/2015",177126,38424,19327,56678,40139,33871,33635,30871,184533,30853,184138,261787,181297,159881,411617,571623,182224,150323,33025,43375,604105,108809
"2014/2015",245555,485141,33960,282676,80295,102622,282678,33973,41156,75342,129918,213504,287691,42312,33856,37484,184091,46621,364244,105351,477472,25462
"2014/2015",246422,38148,280638,309537,213812,128360,202610,213714,170667,210065,599425,37421,33988,37482,38818,150739,25773,154257,30955,30981,40636,19533
"2014/2015",109222,518240,265275,37479,209950,32999,37449,75192,240054,323438,24383,74736,213809,46407,112205,215927,80492,2805,256727,43372,213711,161291
"2014/2015",40672,213814,257855,70812,358138,161651,359193,107930,37654,41622,38578,37579,183449,34104,183321,47547,186121,75004,NA,41168,482331,150770
"2014/2015",96613,35324,184999,174321,391058,361770,74747,75307,93480,241825,324578,449484,170341,38431,150824,163971,433311,34381,449492,213712,37474,42524
"2014/2015",300532,242783,40940,150869,41092,26336,154232,189192,108568,38821,166648,30657,282674,25921,230982,28467,164684,30962,95078,191315,70409,30893
"2014/2015",37656,260659,113311,280485,99333,38469,434325,280483,251256,150296,254702,246201,183462,18673,172948,360918,49836,72623,39215,428947,96509,213486
"2014/2015",38484,183185,574200,2768,160844,242094,189101,42479,268282,294003,246438,101983,543312,193930,102630,74435,40668,446266,369800,279173,40719,128732
"2014/2015",261787,181297,159881,411617,154938,182224,45749,43375,604105,33028,102623,47566,111190,37451,121872,33756,151079,51953,103905,194660,115519,37653
"2014/2015",213504,287691,42312,33856,37484,184091,513086,477472,24132,41294,43329,177126,474589,40139,38424,19327,39792,33635,30871,184533,75447,184138
"2014/2015",37421,33988,37482,195305,33992,39854,38818,242469,30981,40636,19533,245555,102620,33960,282676,47565,102622,282678,33973,41156,150649,75342
"2014/2015",74736,213809,46407,2752,215927,2805,80492,256727,43372,213711,161291,246422,213812,128360,178574,309537,170667,29904,175305,213714,202610,599425
"2014/2015",37456,183449,34104,150731,47547,186121,75004,163205,41168,482331,111975,109222,37479,394825,518240,46391,24383,209950,32999,37449,75192,323438
"2014/2015",449484,170341,150824,150735,163971,38431,433311,213712,37474,183498,42524,40672,213814,70891,257855,190452,185123,107930,165706,58294,41622,38578
"2014/2015",30657,25921,30962,37442,29590,95078,191315,164684,31921,70409,30893,96613,35324,184999,174321,391058,75307,361770,74747,93480,241825,46384
"2014/2015",246201,358148,479217,172948,360918,246177,72623,39215,213653,428947,49836,300532,151063,191906,150869,33848,242783,154232,111237,282281,174472,26392
"2014/2015",37656,99333,260659,280485,150296,38581,434325,251256,38469,202220,254702,25563,104382,18520,41707,38842,39198,282472,474672,37450,46120,46808
"2014/2015",38484,79737,2768,182921,58499,242094,268282,42479,160844,294003,41157,25563,104382,18520,41707,41470,282472,112758,46120,432591,562062,46808
"2014/2015",68813,195335,193930,102630,74435,40668,40501,279173,369800,40719,128732,261787,181297,182224,411617,154938,45749,150323,604105,43375,102623,33028
"2014/2015",47566,111190,37451,121872,115519,151079,51953,208926,194660,33756,37653,213504,287691,42312,33856,37484,184091,24132,105351,364244,25462,477472
"2014/2015",177126,38424,474589,56678,40139,39792,33635,37631,184533,30853,184138,37421,33988,37482,38818,150739,25773,154257,30955,30981,150250,19533
"2014/2015",38536,102620,33960,282676,47565,102622,75342,150649,33973,56686,129918,74736,213809,46407,2752,215927,49866,80492,256727,43372,213711,161291
"2014/2015",38559,178574,309537,213714,128360,170667,29904,244136,175305,202610,599425,37579,359194,34104,150731,47547,186121,75004,172324,41168,96838,150770
"2014/2015",109222,37479,394825,265275,209950,37449,32999,75192,24383,323438,115798,449484,170341,173965,150735,163971,449494,38431,449492,75616,183498,37474
"2014/2015",40672,213814,257855,70891,70812,185123,107930,165706,52004,38578,41622,51949,282674,25921,230982,28467,191315,95078,164684,31921,26166,30893
"2014/2015",96613,35324,184999,174321,391058,74747,93480,75307,361770,46384,241825,246201,183462,18673,172948,360918,205034,39215,49836,246177,213486,96509
"2014/2015",300532,242783,191906,150869,33848,26336,108568,282281,111237,38821,26392,37656,150316,260659,113311,150296,434325,38581,202220,251256,280483,254702
"2014/2015",261787,181297,159881,411617,154938,182224,45749,33025,441441,604105,33028,38484,79737,2768,182921,58499,183185,42479,268282,160844,242094,246438
"2014/2015",213504,37597,42312,30276,37484,184091,364244,513086,477472,25462,41294,68813,195335,193930,108572,74435,446266,40668,369800,279173,40719,500791
"2014/2015",213684,33992,195305,26005,26403,39854,212472,242469,150250,30981,19533,47566,111190,37451,121872,74752,151079,51953,208926,189178,361792,194660
"2014/2015",74736,213809,46407,2752,215927,2805,49866,489245,43372,213711,161291,177126,38424,19327,56678,40139,309334,33635,30871,184533,33871,184138
"2014/2015",37579,183449,34104,183321,406257,75004,NA,172324,41168,482331,111975,245555,282676,33960,47565,485141,41156,282678,102622,56686,150649,75342
"2014/2015",449484,170341,150735,173965,163971,433311,38431,449492,213712,183498,75616,38559,178574,309537,518664,128360,29904,202610,175305,244136,213714,599425
"2014/2015",30657,37442,25921,213499,28467,205278,95078,164684,281085,70409,30893,38427,518240,37479,265275,209950,37449,32999,75192,240054,24383,323438
"2014/2015",246201,183462,18673,172948,360918,72623,39215,428947,49836,213486,96509,40672,213814,257855,70812,190452,359193,185123,107930,52004,58294,38578
"2014/2015",37656,150316,113311,99333,150296,38469,434325,251256,38581,280483,254702,96613,35324,184999,174321,391058,75307,74747,40148,93480,241825,324578
"2014/2015",25563,104382,18520,41707,38842,238841,112758,474672,46120,191873,46808,300532,151063,40940,191906,41092,154232,111237,189192,108568,38821,26392
"2014/2015",40672,185123,70891,257855,52004,107930,161651,359193,38578,37654,41622,25563,104382,28439,41707,45244,112758,282472,432591,198566,191873,30646
"2014/2015",109222,33634,265275,37479,209950,37449,77773,24383,240054,323438,38573,96613,35324,318526,174321,391058,75307,74747,361770,193869,241825,46384
"2014/2015",246422,178574,213812,280638,38148,179404,143795,474680,175305,202610,20645,300532,151063,40940,38385,41092,111237,154232,189192,282281,213805,166648
"2014/2015",38536,485141,38540,282676,47565,102622,41156,33973,150649,75342,46289,37656,260659,113311,280485,150296,362855,38469,434325,280483,45204,477493
"2014/2015",33845,38424,19327,56678,46297,30871,33635,184533,39792,184138,292313,246201,183462,18673,172948,213694,205034,425985,39215,49836,96509,246177
"2014/2015",32678,111190,121872,39331,115519,151079,33588,103905,183365,213702,40958,30657,37442,230982,30962,28467,31097,95078,164684,31921,26166,30893
"2014/2015",68813,195335,108572,74757,193930,40668,40501,302912,33773,279173,128732,449484,170341,477471,173965,213695,449494,433311,449492,75616,213712,41292
"2014/2015",96623,79737,113672,177503,571685,268282,42479,359197,251256,37480,38044,113695,183449,34104,183321,47547,186121,75004,96838,41168,163205,358127
"2014/2015",33764,33025,159881,182224,154938,150323,411616,96619,571615,179772,33028,74736,213809,46407,301456,261609,213711,282713,183158,43372,534484,291425
"2014/2015",174030,37597,127894,42312,184091,513086,105351,46836,25462,41294,477472,37421,33988,38818,26403,150739,25773,154257,30955,150250,30981,19533
"2014/2015",40672,185123,70891,257855,52004,107930,161651,359193,38578,102879,41622,109222,201916,37479,265275,46391,37449,166111,67334,240054,24383,38573
"2014/2015",96613,361757,184999,174321,391058,74747,361770,75307,93480,241825,46384,246422,178574,213812,37434,38148,75331,29904,143795,175305,244136,301809
"2014/2015",97498,242783,38385,150869,41092,26336,154232,251925,108568,38821,166648,38536,485141,33960,282676,47565,41156,478390,150649,33973,56686,46289
"2014/2015",37656,260659,113311,280485,37622,362855,199839,202220,38469,280483,45204,33845,38424,19327,56678,40139,184533,30871,37631,39792,33871,184138
"2014/2015",246201,183462,18673,172948,213694,39215,425985,205034,49836,96509,213486,32678,111190,37451,121872,115519,151079,103905,33588,183365,213702,40958
"2014/2015",51949,282674,230982,30962,28467,205278,95078,31921,164684,30893,191315,101983,74435,102630,108572,74757,40668,40501,33773,369800,302912,128732
"2014/2015",449484,150735,477471,242151,213695,34381,433311,280528,75616,213712,41292,96623,183185,113672,177503,79737,193978,251256,189101,359197,246438,38044
"2014/2015",113695,359194,34104,191784,47547,186121,75004,96838,41168,163205,358127,33764,181297,33024,411617,154938,150323,43375,96619,45749,179772,33028
"2014/2015",74736,213809,46407,301456,261609,289278,282713,49866,43372,161291,291425,174030,127894,30276,184091,37597,513086,46836,384413,477472,41294,25462
"2014/2015",25563,104382,28439,41707,41470,112758,37450,282472,562062,46120,573463,37421,172116,195305,37482,150739,25773,154257,30955,150250,30981,19533
"2014/2015",109222,33634,394825,37479,209950,166111,32999,67334,240054,24383,115798,25563,104382,28439,41707,38842,282472,112758,432591,198566,46120,30646
"2014/2015",246422,178574,213812,280638,38148,213714,179404,474680,143795,175305,301809,40672,185123,257855,70891,190452,161651,107930,58294,102879,359193,38578
"2014/2015",38536,485141,38540,282676,47565,99047,102622,75342,33973,150649,46289,96613,35324,184999,174321,391058,74747,75307,193869,361770,358289,241825
"2014/2015",33845,38424,19327,56678,46297,33635,30871,39792,309334,184533,75447,97498,242783,38385,150869,41092,26336,40940,154232,189192,166648,213805
"2014/2015",32678,111190,37451,121872,115519,151079,103905,33588,183365,213702,40958,37656,260659,113311,280485,150296,434325,362855,280483,38469,477493,45204
"2014/2015",101983,195335,193930,108572,74757,40668,213816,302912,369800,279173,128732,246201,358148,18673,172948,360918,72623,425985,246177,49836,213653,213486
"2014/2015",96623,183185,113672,182921,177503,262592,268282,42479,37480,38044,294003,30657,282674,230982,30962,28467,31097,95078,164684,31921,26166,30893
"2014/2015",33764,33025,33024,411617,154938,150323,43375,96619,102623,179772,33028,449484,170341,173965,477471,150735,449494,433311,449492,75616,213712,42524
"2014/2015",174030,37597,30276,127894,184091,46836,105351,42873,25462,384413,41294,37579,183449,34104,191784,47547,186121,75004,96838,41168,163205,358127
"2014/2015",37421,33988,38818,26403,33992,39854,154257,25773,522579,30981,19533,74736,213809,46407,301456,261609,282713,49866,183158,80492,534484,161291
"2014/2015",109222,33634,265275,394825,209950,166111,32999,67334,240054,24383,38573,246422,178574,213812,280638,38148,179404,213714,474680,175305,183521,301809
"2014/2015",40672,185123,70891,257855,190452,359193,107930,161651,52004,41622,38578,38536,485141,33960,282676,47565,102622,99047,75342,33973,150649,46289
"2014/2015",96613,35324,184999,174321,391058,75307,74747,361770,46384,241825,193869,33845,33843,19327,56678,40139,33635,30871,184533,184138,39792,75447
"2014/2015",97498,151063,38385,40940,41092,26336,108568,251925,282281,213805,166648,32678,111190,37451,121872,115519,151079,359190,103905,33588,183365,41268
"2014/2015",37656,260659,113311,280485,150296,38469,362855,202220,11555,477493,254702,101983,195335,108572,193930,74757,40668,213816,302912,369800,33773,128732
"2014/2015",246201,183462,18673,172948,213694,39215,425985,205034,49836,96509,213486,96623,183185,177503,182921,571685,262592,268282,42479,359197,38044,41157
"2014/2015",30657,282674,25921,30962,28467,31097,95078,164684,31921,26166,30893,33764,181297,33024,411617,154938,150323,43375,96619,45749,179772,282460
"2014/2015",449484,170341,173965,477471,213695,449494,433311,183498,75616,213712,41292,213504,287691,42312,127894,37597,46836,513086,384413,25462,477472,41294
"2014/2015",37579,183449,183321,191784,47547,186121,75004,96838,41168,163205,358127,37421,33988,37482,195305,26403,39854,154257,30955,522579,30981,19533
"2014/2015",25563,104382,28439,18520,45244,112758,282472,432591,191873,46120,30646,74736,213809,46407,301456,261609,282713,213711,43372,161291,49866,291425
"2014/2015",246422,178574,213812,309537,522576,143795,213714,175305,474680,202610,301809,25563,104382,28439,41707,45244,238841,112758,46120,191873,562062,474672
"2014/2015",38536,485141,33959,282676,80295,102622,99047,75342,33973,56686,129918,109222,33634,37479,394825,209950,37449,32999,67334,240054,323438,77773
"2014/2015",33845,38424,474589,56678,46297,39792,33635,30871,184533,33871,75447,40672,185123,70891,257855,190452,359193,161651,102879,52004,38578,41622
"2014/2015",47566,103905,410656,121872,115519,92375,33588,194660,183365,213702,361792,192064,35324,184999,174321,391058,75307,319975,74747,193869,241825,46384
"2014/2015",101983,195335,108572,193930,74757,40668,213816,33773,369800,183327,500791,97498,151063,38385,40940,41092,26336,154232,251925,282281,189192,166648
"2014/2015",96623,183185,177503,2768,160844,37480,268282,42479,262592,38044,41157,37656,260659,113311,280485,150296,38469,362855,202220,434325,477493,45204
"2014/2015",33764,33025,33024,411617,154938,150323,43375,96619,181297,179772,33028,246201,183462,18673,358148,213694,39215,425985,205034,49836,96509,213486
"2014/2015",213504,37597,127894,37484,287691,46836,513086,37461,384413,477472,25462,30657,282674,25921,213499,28467,31097,95078,164684,191315,70409,30893
"2014/2015",37421,33988,37482,26403,150739,39854,38818,212472,150250,30981,19533,449484,170341,242151,477471,150735,213695,449494,183498,433311,449492,213712
"2014/2015",74736,213809,46407,301456,261609,282713,49866,NA,148827,43372,213649,37579,183449,150731,191784,47547,186121,75004,96838,41168,163205,358127
"2014/2015",246422,425595,213812,280638,522576,179404,213714,474680,175305,202610,301809,38536,485141,282676,33959,80295,102622,282678,75342,150649,56686,129918
"2014/2015",109222,33634,394825,37479,209950,37449,32999,67334,77773,323438,38573,33845,38424,19327,56678,40139,37631,184533,33871,39792,184138,75447
"2014/2015",40672,185123,70891,257855,190452,107930,161651,359193,213500,37654,58294,47566,103905,410656,121872,115519,92375,33588,213702,194660,183365,361792
"2014/2015",96613,35324,184999,174321,391058,75307,74747,193869,361770,46384,241825,101983,195335,193930,108572,74435,40501,40668,302912,33773,369800,128732
"2014/2015",97498,151063,38385,40940,41092,251925,154232,26336,282281,166648,26392,96623,183185,177503,182921,160844,262592,42479,268282,359197,38044,41157
"2014/2015",37656,260659,280485,113311,150296,38469,434325,202220,362855,477493,45204,33764,181297,159881,411617,154938,150323,43375,96619,45749,179772,33028
"2014/2015",246201,183462,18673,358148,360918,39215,425985,246177,428947,96509,213486,213504,37597,127894,37484,70949,46836,105351,384413,42873,477472,41294
"2014/2015",30657,282674,25921,30962,28467,164684,31097,95078,191315,26166,30893,37421,33988,37482,38818,26403,39854,154257,30955,40636,30981,19533
"2014/2015",449484,170341,477471,173965,213695,34381,433311,449492,75616,213712,42524,74736,213809,46407,301456,261609,282713,49866,148827,534484,291425,43372
"2014/2015",25563,104382,28439,41707,45244,112758,282472,474672,191873,562062,46120,37579,183449,34104,47547,150731,186121,75004,96838,282470,163205,358127
"2015/2016",37656,287691,280485,105351,37484,184091,364244,38469,513086,301809,476769,396526,183462,18673,172948,360918,72623,246177,74169,49836,174472,213486
"2015/2016",177126,38424,56678,41167,474589,316771,33635,30871,184533,184138,51360,477498,358339,74989,11736,291635,183497,128721,243781,292262,213729,190669
"2015/2016",25563,104382,18520,477471,38842,282472,39198,46120,75445,432591,213653,97498,151063,77741,154232,41092,111237,109621,38821,108568,213805,26392
"2015/2016",33764,181297,38540,411617,154938,43375,45749,96619,573793,639150,33028,37421,33988,38818,26005,150739,25773,154257,30955,30981,40636,242469
"2015/2016",104986,261609,46407,2752,477604,80492,2805,213711,43372,489245,161291,449484,449492,33856,113311,202553,40501,433311,434404,156097,213712,193224
"2015/2016",532942,213814,257855,NA,358138,185123,107930,37654,102879,52004,41622,109222,195335,188540,37479,518240,32999,37449,75192,369800,240054,213489
"2015/2016",40648,239964,268273,186991,39719,183350,154256,111801,193226,2983,96652,210164,183185,574200,182921,160844,517941,193978,42479,562062,358127,37506
"2015/2016",33630,150480,384374,150764,239965,17299,242477,202639,541557,206301,474448,51949,208077,30962,230982,28467,31097,95078,31921,191315,30893,281085
"2015/2016",32678,111190,37451,121872,33848,40668,51953,103905,279173,37480,194660,245555,485141,201111,282676,47565,102622,282678,33973,75342,361322,128732
"2015/2016",37579,183449,34104,420568,406257,36130,186121,75004,210065,111975,150770,185644,361757,184999,318526,173427,570432,74747,324578,428947,75310,46384
"2015/2016",33958,113311,280638,449492,246218,187360,434404,433311,156097,213712,200917,37579,183449,420568,34104,40220,210065,186121,75004,36130,427893,46808
"2015/2016",109222,195335,188540,37479,46391,75192,37449,32999,369800,240054,183548,37421,37482,26403,33988,150739,212472,25773,154257,522579,40636,19533
"2015/2016",210164,183185,574200,182921,160844,189101,42479,268282,282281,201939,37506,300532,151063,150869,77741,41092,154232,111237,213805,39215,103450,26392
"2015/2016",40672,230982,213499,208077,28467,95078,208494,31097,281085,30893,191315,71498,358339,74989,291635,33963,243781,213729,292262,213916,46621,179083
"2015/2016",245555,485141,33960,282676,80295,205278,102622,33973,99047,75342,46289,246201,358148,172948,183462,360918,246177,425985,74169,49836,174472,213486
"2015/2016",489240,361757,318526,361710,391058,93480,40148,361770,74747,46384,241825,37656,37597,30276,184091,37484,105351,466672,477472,513086,384413,303088
"2015/2016",32678,111190,37451,121872,33848,51953,40668,474680,279173,33852,194660,177126,38424,56678,474589,41167,184533,33635,30871,354467,51360,184138
"2015/2016",33630,150480,384374,150764,239965,202639,359191,541557,395154,541558,206301,25563,104382,477471,41707,38842,112758,238841,261599,683450,215927,213653
"2015/2016",40648,239964,268273,186991,38064,37824,531629,111801,193226,116750,96652,33764,181297,159881,411617,154938,182224,45749,604105,33871,639150,33028
"2015/2016",532942,257855,193930,314947,358138,46836,161651,88986,498033,52004,41622,104986,261609,46407,108572,239350,2805,170667,80492,534484,161291,43372
"2015/2016",449484,449492,113311,280638,246218,369859,434404,213712,156097,200917,193224,109222,195335,394825,37479,46391,37449,32999,369800,240054,38573,213489
"2015/2016",37421,33988,37482,26403,150739,212472,154257,30955,522579,40636,19533,210164,183185,34952,182921,160844,193978,42479,189101,562062,37506,282281
"2015/2016",300532,122047,77741,181984,41092,154232,109621,213805,108568,103450,161660,40672,208077,25921,30962,213499,31097,208494,95078,191315,30893,31921
